order_id,order_date,ship_date,customer_id,location_id,ship_mode,order_priority
SG-2014-9460,14-04-2014,17-04-2014,JW-5220,LOC-5B1EE800D9,Second Class,Medium
MX-2014-164217,29-08-2014,02-09-2014,CC-12100,LOC-714DACBBE5,Standard Class,High
ID-2014-80657,16-05-2014,18-05-2014,RD-19930,LOC-34952E93B3,Second Class,High
CM-2012-6440,13-12-2012,15-12-2012,BP-1230,LOC-8792A2AEF6,First Class,Critical
ES-2011-5287434,31-03-2011,04-04-2011,SA-20830,LOC-652CD1382B,Standard Class,High
IN-2012-79439,04-02-2012,08-02-2012,EM-13810,LOC-8105E2E319,Second Class,Medium
IN-2013-58929,29-05-2013,01-06-2013,CS-12175,LOC-8DC93C1A9A,Second Class,Medium
IT-2012-2646674,29-08-2012,01-09-2012,JD-16060,LOC-AE27AEC60F,First Class,Critical
IN-2011-63577,15-06-2011,17-06-2011,GH-14665,LOC-D509EF7907,First Class,Critical
IN-2014-16068,28-08-2014,31-08-2014,CM-11935,LOC-C6E1C63A73,First Class,Medium
MX-2011-150973,27-10-2011,28-10-2011,JB-16000,LOC-F66FC2B69B,First Class,Critical
RS-2014-4120,19-03-2014,23-03-2014,RB-9465,LOC-6977128C59,Second Class,Medium
MX-2014-154935,11-09-2014,18-09-2014,RB-19795,LOC-A077B724EF,Standard Class,Low
ID-2012-83604,28-08-2012,28-08-2012,PO-19195,LOC-4ECBEF8304,Same Day,Critical
US-2014-117723,16-08-2014,19-08-2014,DL-13495,LOC-11876EEFCD,Second Class,High
IN-2013-81112,01-08-2013,04-08-2013,TS-21205,LOC-8AC8CD498A,Second Class,Critical
CA-2013-147368,10-06-2013,13-06-2013,TC-21295,LOC-43208D46B4,First Class,Critical
SF-2014-3560,24-12-2014,27-12-2014,MV-8190,LOC-7D2E2951E0,First Class,Medium
CA-2012-147830,15-12-2012,18-12-2012,NF-18385,LOC-465F65A816,First Class,High
ES-2012-1439357,23-02-2012,26-02-2012,BD-11560,LOC-A1E56E40F1,First Class,High
IN-2014-16054,11-10-2014,13-10-2014,PS-18760,LOC-F36D34692B,Second Class,Critical
US-2014-148817,21-04-2014,23-04-2014,FM-14215,LOC-13FA1EDCB3,Second Class,Critical
IN-2013-50809,12-06-2013,17-06-2013,CA-12775,LOC-7F65B50C04,Standard Class,Medium
ES-2013-1211534,17-09-2013,20-09-2013,CD-12790,LOC-1171F43A27,First Class,High
IN-2014-81154,19-09-2014,19-09-2014,NL-18310,LOC-A35CAEC03F,Same Day,Critical
IT-2014-2009199,26-11-2014,03-12-2014,TB-21055,LOC-6597DCCCFA,Standard Class,Medium
IN-2014-51432,20-06-2014,26-06-2014,KD-16495,LOC-AE4A2B1366,Standard Class,Low
HU-2014-7310,23-10-2014,25-10-2014,EH-4125,LOC-617962F732,First Class,High
IN-2011-26176,16-08-2011,20-08-2011,KB-16600,LOC-E4B7C493D9,Standard Class,Medium
CA-2012-102491,24-08-2012,28-08-2012,KW-16435,LOC-B4CC82DA46,Standard Class,High
ES-2014-5345830,14-01-2014,16-01-2014,MG-17695,LOC-188F96F945,First Class,High
ID-2014-58271,13-11-2014,15-11-2014,VF-21715,LOC-37CD67756B,Second Class,Critical
ID-2013-57949,13-06-2013,13-06-2013,AM-10705,LOC-025D366977,Same Day,High
US-2012-128587,24-12-2012,30-12-2012,HM-14860,LOC-4DCCBFFDC7,Standard Class,Medium
IN-2014-68750,22-09-2014,25-09-2014,BP-11290,LOC-F69516B3A5,Second Class,Critical
AO-2011-1670,08-01-2011,13-01-2011,HZ-4950,LOC-91DCFFDF16,Standard Class,High
CA-2013-118689,03-10-2013,10-10-2013,TC-20980,LOC-F886500724,Standard Class,Medium
IN-2013-42535,30-07-2013,30-07-2013,EM-13825,LOC-C6B8AB09A3,Same Day,Critical
IN-2014-27947,30-04-2014,04-05-2014,BS-11800,LOC-58C06831F9,Standard Class,Medium
MX-2011-158204,28-09-2011,30-09-2011,DV-13465,LOC-C18DF88003,Second Class,High
IN-2014-56206,24-06-2014,28-06-2014,MB-17305,LOC-EA95B970BB,Standard Class,Medium
IT-2011-3316894,06-04-2011,08-04-2011,PC-19000,LOC-0ED2B0EB2B,First Class,High
IT-2014-2819680,07-08-2014,09-08-2014,CA-12310,LOC-6AB79EB23C,Second Class,Critical
US-2013-138408,19-11-2013,22-11-2013,KC-16255,LOC-9A0784B4ED,Second Class,Critical
ES-2014-2179863,14-02-2014,16-02-2014,MB-18085,LOC-4755B66C1C,First Class,Critical
US-2014-110576,29-11-2014,03-12-2014,RB-19795,LOC-11876EEFCD,Standard Class,High
RO-2012-8470,17-08-2012,19-08-2012,DB-3660,LOC-834B642615,Second Class,Critical
CA-2012-111514,31-08-2012,02-09-2012,SC-20260,LOC-E18DB06109,First Class,High
MX-2012-157987,07-08-2012,08-08-2012,BG-11740,LOC-330C6313B1,First Class,High
US-2014-105935,27-01-2014,01-02-2014,BD-11500,LOC-421340E5E9,Standard Class,High
CA-2011-139892,08-09-2011,12-09-2011,BM-11140,LOC-923DDC8ED0,Standard Class,Medium
IN-2012-45825,09-08-2012,11-08-2012,KB-16315,LOC-7448F6BAEB,First Class,Critical
ID-2013-58642,21-02-2013,22-02-2013,PK-19075,LOC-9ADEACCA9E,First Class,High
ID-2012-65411,18-07-2012,19-07-2012,CS-12175,LOC-BF6430A61A,First Class,High
CA-2011-144624,19-11-2011,23-11-2011,JM-15865,LOC-C53C3CC73B,Standard Class,High
ES-2014-4032097,09-04-2014,12-04-2014,AF-10885,LOC-F2A16498FB,First Class,Critical
ES-2012-4108483,18-06-2012,20-06-2012,SJ-20500,LOC-53DA420809,Second Class,Medium
ES-2013-5810502,31-12-2013,02-01-2014,DM-12955,LOC-2D29F71943,First Class,High
CA-2014-138149,30-06-2014,01-07-2014,WB-21850,LOC-C7CDAA6C06,First Class,High
IT-2012-3796476,16-01-2012,18-01-2012,CC-12610,LOC-BB532CD1A6,First Class,High
CG-2012-8310,12-06-2012,14-06-2012,BW-1065,LOC-623D48B970,First Class,Medium
IN-2014-39735,17-03-2014,22-03-2014,BE-11455,LOC-EA95B970BB,Second Class,Medium
ES-2012-4272278,13-11-2012,17-11-2012,TG-21640,LOC-54EDE509B9,Standard Class,High
CA-2013-107104,27-11-2013,01-12-2013,MS-17365,LOC-54A34E5DF3,Standard Class,Medium
CA-2012-156104,06-12-2012,08-12-2012,NP-18685,LOC-0F02C6391B,Second Class,Critical
ES-2014-4856325,16-05-2014,19-05-2014,VM-21685,LOC-7E42768736,First Class,High
CA-2014-145219,25-12-2014,26-12-2014,RM-19675,LOC-C7CDAA6C06,First Class,Critical
MX-2014-120026,22-12-2014,24-12-2014,SC-20695,LOC-8D676A5629,First Class,High
ID-2013-12295,14-09-2013,14-09-2013,SN-20560,LOC-682AC63CB5,Same Day,Medium
ID-2013-10636,07-01-2013,13-01-2013,CD-12280,LOC-EA95B970BB,Standard Class,Medium
ES-2014-5554891,27-06-2014,27-06-2014,CC-12100,LOC-3A4E150AF9,Same Day,Critical
ES-2012-5464624,13-07-2012,16-07-2012,BG-11035,LOC-D720038878,Second Class,Critical
IN-2014-59426,11-02-2014,11-02-2014,CC-12550,LOC-24AFCB3B87,Same Day,Critical
IN-2014-59202,29-05-2014,05-06-2014,AB-10105,LOC-C531D87E8D,Standard Class,Low
IN-2014-44257,16-04-2014,18-04-2014,SV-20785,LOC-025D366977,Second Class,High
ES-2014-3860822,27-11-2014,29-11-2014,HW-14935,LOC-837A381B98,First Class,Critical
IN-2011-23530,09-11-2011,11-11-2011,AS-10285,LOC-CB11DA9448,First Class,Critical
ES-2014-5991471,18-09-2014,18-09-2014,LD-16855,LOC-24E4DEB421,Same Day,High
MX-2014-127656,24-02-2014,27-02-2014,NS-18505,LOC-8316AA9EAF,First Class,High
MX-2013-154886,03-09-2013,05-09-2013,CM-12715,LOC-35419FBA87,First Class,Critical
IN-2013-36963,23-12-2013,25-12-2013,VG-21805,LOC-4DF2D8FAFA,First Class,Critical
GH-2014-6410,17-06-2014,19-06-2014,JD-6060,LOC-5A9F5D55CA,First Class,Critical
ID-2014-41597,15-03-2014,17-03-2014,MG-17680,LOC-61342CA94B,Second Class,High
IN-2014-47449,12-07-2014,13-07-2014,CD-12280,LOC-52A1A06BF9,First Class,Medium
ES-2014-4622860,09-06-2014,12-06-2014,DB-13210,LOC-9A419DC158,First Class,Critical
ES-2014-2538638,15-10-2014,17-10-2014,CS-11860,LOC-4CB920B769,Second Class,Critical
IN-2014-32084,06-08-2014,09-08-2014,AF-10885,LOC-3CAF59A268,Second Class,High
ES-2012-3954494,07-12-2012,07-12-2012,GG-14650,LOC-5243CA1F85,Same Day,High
ID-2012-79551,25-12-2012,28-12-2012,BN-11470,LOC-8DC93C1A9A,Second Class,Medium
IR-2013-1770,17-06-2013,18-06-2013,BS-1665,LOC-19C83EA6A4,First Class,Medium
IN-2014-13597,03-11-2014,07-11-2014,AC-10450,LOC-791141CE41,Standard Class,Medium
ES-2012-5967582,28-05-2012,31-05-2012,CK-12205,LOC-E0D2505780,First Class,Critical
ES-2013-1215823,17-08-2013,20-08-2013,JD-16150,LOC-3BB911FE14,Second Class,Critical
UP-2011-5440,03-06-2011,05-06-2011,CC-2550,LOC-E2E1D46A12,First Class,Critical
IT-2011-1646767,14-07-2011,15-07-2011,MS-17830,LOC-9A419DC158,First Class,Critical
CA-2011-122931,29-09-2011,03-10-2011,SM-20950,LOC-68E0BA3E08,Standard Class,High
ES-2011-3805636,17-10-2011,24-10-2011,GT-14710,LOC-0ED2B0EB2B,Standard Class,Low
IN-2011-40155,14-11-2011,20-11-2011,CL-12700,LOC-D670FFCA3A,Standard Class,Medium
ES-2014-5084020,14-07-2014,18-07-2014,MM-17920,LOC-482CC9AFBD,Second Class,High
MX-2014-108532,03-06-2014,05-06-2014,CM-12160,LOC-E93EBB587D,First Class,High
IN-2014-74847,15-12-2014,17-12-2014,DB-13060,LOC-6AA66F7C06,Second Class,High
MZ-2014-140,28-06-2014,28-06-2014,JW-5220,LOC-093D2C3652,Same Day,Critical
US-2014-154487,20-12-2014,24-12-2014,BN-11470,LOC-DD651637C3,Standard Class,High
IN-2012-72964,06-02-2012,09-02-2012,JC-15775,LOC-6217C28CA7,First Class,Critical
MX-2011-146584,21-01-2011,27-01-2011,HL-15040,LOC-E93EBB587D,Standard Class,Low
MX-2012-144848,03-08-2012,05-08-2012,LH-16900,LOC-DF666EC004,First Class,Medium
ID-2014-27163,27-10-2014,31-10-2014,DV-13045,LOC-82DA8A77B5,Second Class,High
IN-2012-26274,27-02-2012,04-03-2012,BT-11530,LOC-74BD2400FD,Standard Class,Medium
IR-2012-660,11-06-2012,12-06-2012,BM-1650,LOC-731F580BCE,First Class,Critical
IN-2011-44901,23-02-2011,26-02-2011,MG-18205,LOC-B3626314C2,First Class,High
CA-2014-152975,15-09-2014,17-09-2014,RB-19705,LOC-71FEFCBBEE,First Class,High
MX-2013-123463,20-07-2013,27-07-2013,FC-14245,LOC-A36E65C257,Standard Class,Low
MX-2013-165064,29-03-2013,01-04-2013,TT-21220,LOC-13FA1EDCB3,Second Class,High
IN-2014-48261,23-10-2014,25-10-2014,CY-12745,LOC-257377B6A3,First Class,Critical
MX-2014-126711,24-06-2014,26-06-2014,SJ-20215,LOC-D067A2A85E,Second Class,High
MX-2013-141474,30-10-2013,05-11-2013,PB-18805,LOC-E93EBB587D,Standard Class,Low
IN-2013-20177,04-05-2013,06-05-2013,RW-19690,LOC-94DA7461B5,First Class,High
CA-2014-141733,08-05-2014,12-05-2014,RW-19540,LOC-A6C700D95D,Standard Class,High
ZA-2011-8980,08-09-2011,10-09-2011,DB-3360,LOC-A79B9D558E,Second Class,Critical
ES-2012-2183106,22-04-2012,26-04-2012,DK-13150,LOC-AC6A742C24,Standard Class,Medium
SF-2013-9730,30-10-2013,04-11-2013,RW-9540,LOC-93E32A265D,Second Class,High
IN-2011-74490,16-04-2011,17-04-2011,PS-19045,LOC-7BA7B3784D,First Class,High
CA-2012-102281,12-10-2012,14-10-2012,MP-17470,LOC-71FEFCBBEE,First Class,Critical
CA-2014-120138,26-05-2014,26-05-2014,TB-21625,LOC-5205C5827F,Same Day,Critical
IN-2014-10979,31-10-2014,04-11-2014,MO-17800,LOC-6769374F6A,Standard Class,Medium
IN-2013-72740,12-04-2013,14-04-2013,NF-18475,LOC-EAE729054F,First Class,Critical
IN-2013-15277,11-11-2013,11-11-2013,MR-17545,LOC-77BBC0A12B,Same Day,Critical
IT-2012-2619984,13-10-2012,17-10-2012,CB-12415,LOC-65B96EA247,Standard Class,High
ID-2012-81056,13-10-2012,16-10-2012,LC-17050,LOC-3CD6E420A4,Second Class,Critical
IN-2014-27303,30-01-2014,03-02-2014,RA-19885,LOC-6EFD222EF6,Standard Class,High
CG-2012-6760,12-10-2012,16-10-2012,MG-8145,LOC-0BF68F14CF,Second Class,Medium
CA-2013-114489,06-12-2013,10-12-2013,JE-16165,LOC-704F9D1183,Standard Class,High
CA-2014-160885,03-12-2014,07-12-2014,JK-16090,LOC-942C1CE9D3,Standard Class,High
ID-2013-69345,19-09-2013,23-09-2013,EM-13960,LOC-654FD22236,Standard Class,High
MX-2012-122756,31-12-2012,05-01-2013,DJ-13420,LOC-BFA33076C2,Standard Class,High
MX-2013-147844,15-11-2013,19-11-2013,BO-11425,LOC-895822C425,Standard Class,High
CA-2011-116246,12-09-2011,17-09-2011,LW-17215,LOC-71FEFCBBEE,Second Class,Medium
CA-2014-143686,15-05-2014,15-05-2014,PJ-19015,LOC-3E22446986,Same Day,High
ID-2014-27765,08-09-2014,11-09-2014,KM-16720,LOC-37CD67756B,First Class,Medium
ES-2013-5135305,17-06-2013,19-06-2013,SV-20785,LOC-8341FC66D4,First Class,High
MX-2011-131478,08-12-2011,08-12-2011,BG-11695,LOC-A4AD92EA17,Same Day,High
IN-2014-57837,19-09-2014,21-09-2014,CS-12130,LOC-562BA13087,Second Class,High
CA-2013-133711,27-11-2013,30-11-2013,MC-17425,LOC-9D35D1EBD4,First Class,Medium
IZ-2014-7800,10-02-2014,14-02-2014,BD-1635,LOC-987A2D610A,Standard Class,High
ES-2014-1107818,08-02-2014,11-02-2014,RF-19345,LOC-0ED2B0EB2B,First Class,High
ID-2013-60896,05-08-2013,07-08-2013,JE-16165,LOC-D7C6D25005,First Class,Critical
IR-2014-890,15-04-2014,18-04-2014,MG-7680,LOC-826B598C9F,First Class,Critical
CA-2011-163223,21-03-2011,25-03-2011,KH-16690,LOC-D1786A10B8,Standard Class,Medium
IN-2014-16887,05-05-2014,07-05-2014,CC-12475,LOC-21943947C9,Second Class,High
ES-2013-1525878,04-11-2013,06-11-2013,LT-16765,LOC-71D62279AB,Second Class,Critical
ES-2014-3691479,10-06-2014,12-06-2014,FH-14365,LOC-830C8383A0,First Class,Medium
ES-2012-3533091,31-08-2012,02-09-2012,BF-10975,LOC-4FDAC1A3FA,Second Class,Critical
IN-2013-72390,20-06-2013,22-06-2013,CJ-12010,LOC-4E1F70BE88,Second Class,Critical
HU-2014-960,23-08-2014,28-08-2014,SH-9975,LOC-D03F15FF42,Standard Class,Medium
US-2012-110436,28-05-2012,29-05-2012,SL-20155,LOC-714DACBBE5,First Class,Critical
LI-2014-5380,19-05-2014,21-05-2014,NC-8340,LOC-D95594F919,Second Class,Critical
SF-2013-8920,29-04-2013,30-04-2013,JB-5400,LOC-9A7F9DCD03,First Class,Critical
MX-2014-117051,12-10-2014,15-10-2014,TB-21250,LOC-C5C1725955,First Class,High
MX-2014-133830,15-04-2014,17-04-2014,PS-18970,LOC-DBCADBF399,First Class,Critical
ES-2014-3540255,28-11-2014,03-12-2014,BB-11545,LOC-479D79C064,Standard Class,High
GG-2012-8530,11-05-2012,13-05-2012,SG-10470,LOC-B1004A5B4B,Second Class,High
IN-2013-60546,18-06-2013,24-06-2013,SP-20920,LOC-8DC93C1A9A,Standard Class,Medium
IN-2012-44278,04-05-2012,06-05-2012,NZ-18565,LOC-85D572F82C,Second Class,High
IN-2011-35178,11-11-2011,15-11-2011,Dp-13240,LOC-43E5867463,Standard Class,Medium
ES-2014-2421154,24-12-2014,24-12-2014,GZ-14470,LOC-56E24478D8,Same Day,Medium
MX-2014-123512,15-05-2014,19-05-2014,AH-10075,LOC-F6D7051DC4,Standard Class,High
PL-2014-9210,09-12-2014,12-12-2014,CB-2025,LOC-47DCFD005B,First Class,High
IN-2011-43375,07-12-2011,11-12-2011,SC-20050,LOC-4ECBEF8304,Standard Class,High
IT-2013-4559122,10-09-2013,15-09-2013,AM-10705,LOC-00937120A3,Second Class,Medium
AL-2011-7440,03-03-2011,05-03-2011,SC-10230,LOC-66F48C2848,Second Class,High
ID-2012-39903,02-01-2012,06-01-2012,JS-15595,LOC-025D366977,Standard Class,High
ID-2012-48639,30-10-2012,03-11-2012,BS-11380,LOC-F36D34692B,Standard Class,Medium
IN-2013-42864,19-11-2013,19-11-2013,TC-21295,LOC-8DC93C1A9A,Same Day,High
RS-2013-7430,15-08-2013,17-08-2013,JL-5130,LOC-AB0D0726DF,Second Class,Medium
IN-2013-41975,08-06-2013,08-06-2013,Dp-13240,LOC-028A167805,Same Day,High
IN-2014-78725,02-10-2014,06-10-2014,NF-18385,LOC-3C7C147FBA,Standard Class,High
ES-2014-4089082,27-02-2014,03-03-2014,AS-10090,LOC-0F87DD54AA,Standard Class,High
IN-2013-11938,31-10-2013,04-11-2013,EL-13735,LOC-562BA13087,Standard Class,Medium
IN-2013-34170,18-12-2013,25-12-2013,FH-14275,LOC-36B047478D,Standard Class,Medium
IN-2014-53427,09-05-2014,15-05-2014,LT-16765,LOC-37ED9F47AC,Standard Class,Low
IN-2014-41786,04-07-2014,08-07-2014,BN-11470,LOC-48337AED9E,Standard Class,Medium
ES-2012-1691714,17-05-2012,21-05-2012,BP-11230,LOC-0ED2B0EB2B,Standard Class,High
IN-2011-51740,03-08-2011,06-08-2011,DM-13525,LOC-74BD2400FD,Second Class,Critical
CA-2013-107783,29-07-2013,30-07-2013,OT-18730,LOC-83D3CFB525,First Class,High
CD-2013-4900,14-02-2013,16-02-2013,SM-10320,LOC-0B9EBFC0A7,Second Class,Critical
IN-2012-63787,23-05-2012,23-05-2012,PM-19135,LOC-255B5E756D,Same Day,Critical
MW-2014-7130,04-08-2014,09-08-2014,TS-11430,LOC-CAD4B8F589,Second Class,Medium
MX-2013-147690,13-11-2013,18-11-2013,TS-21340,LOC-8891302A88,Standard Class,High
IN-2014-34317,12-02-2014,14-02-2014,AM-10705,LOC-BF749D2307,Second Class,Medium
MX-2014-127005,11-11-2014,14-11-2014,LS-17245,LOC-3909E3A065,First Class,Critical
IN-2013-26519,30-03-2013,01-04-2013,DR-12940,LOC-EA95B970BB,First Class,Medium
CA-2013-1260,24-08-2013,26-08-2013,DW-3480,LOC-1B864720FB,Second Class,Medium
CA-2014-123967,02-11-2014,04-11-2014,SF-20200,LOC-F56B368839,Second Class,Medium
IN-2013-57914,19-08-2013,21-08-2013,CM-11815,LOC-682AC63CB5,Second Class,Medium
ES-2014-2598901,29-05-2014,31-05-2014,FG-14260,LOC-827E3C0F56,Second Class,Critical
IR-2012-1470,22-08-2012,29-08-2012,KN-6705,LOC-A81F86C449,Standard Class,Low
WA-2014-7260,05-07-2014,05-07-2014,TB-11520,LOC-FCE70F60EE,Same Day,High
IT-2012-2093927,14-03-2012,17-03-2012,GM-14440,LOC-84D845584F,First Class,High
CA-2014-113418,02-10-2014,04-10-2014,CM-12655,LOC-71FEFCBBEE,First Class,High
MX-2014-167325,16-09-2014,18-09-2014,JB-15400,LOC-21A3DD2648,First Class,High
IN-2014-68057,07-08-2014,12-08-2014,JS-16030,LOC-682AC63CB5,Standard Class,Medium
IN-2013-16999,09-09-2013,09-09-2013,AM-10705,LOC-37CD67756B,Same Day,High
MX-2014-139164,08-09-2014,11-09-2014,SF-20200,LOC-9E32E2423D,First Class,Critical
CA-2011-145387,31-10-2011,02-11-2011,AM-10705,LOC-5249386C3B,Second Class,Medium
MX-2012-131758,17-10-2012,21-10-2012,JF-15295,LOC-28CE5D1ED0,Standard Class,High
ID-2014-74238,17-02-2014,18-02-2014,KH-16510,LOC-7A93F14D71,First Class,High
IN-2012-27583,24-02-2012,29-02-2012,DL-13330,LOC-654FD22236,Standard Class,Medium
IN-2012-56073,03-12-2012,10-12-2012,KN-16390,LOC-9B929BDCC5,Standard Class,Medium
IN-2012-37698,12-12-2012,14-12-2012,SV-20935,LOC-0DDE448A23,First Class,Critical
IN-2014-25063,16-06-2014,21-06-2014,MD-17860,LOC-EA95B970BB,Standard Class,High
ES-2012-5420110,20-12-2012,22-12-2012,LS-17200,LOC-BFA916A179,First Class,High
MX-2014-169313,13-05-2014,17-05-2014,JM-15865,LOC-3909E3A065,Standard Class,High
CA-2014-158729,20-12-2014,22-12-2014,AC-10450,LOC-9B47E90D6F,First Class,High
IN-2014-80286,07-11-2014,11-11-2014,CM-12445,LOC-FA2EF8AB49,Standard Class,High
IT-2013-3695467,10-06-2013,14-06-2013,SS-20140,LOC-05CF0169C5,Standard Class,Medium
IN-2012-75904,10-05-2012,12-05-2012,BW-11110,LOC-20317BE44D,First Class,High
IN-2013-71333,13-09-2013,13-09-2013,JE-15610,LOC-9447DAD724,Same Day,Critical
IN-2013-25560,25-07-2013,28-07-2013,GH-14425,LOC-63CAA4FE37,First Class,Medium
IN-2014-25847,11-10-2014,14-10-2014,JK-16090,LOC-52A1A06BF9,Second Class,High
MX-2011-125045,22-11-2011,25-11-2011,SM-20320,LOC-3790D28D87,First Class,Critical
CA-2013-128818,08-05-2013,12-05-2013,CJ-12010,LOC-5205C5827F,Standard Class,Medium
US-2014-168046,25-10-2014,25-10-2014,GR-14560,LOC-D067A2A85E,Same Day,Critical
US-2012-100377,28-08-2012,01-09-2012,TS-21370,LOC-59711BEAEC,Standard Class,Medium
MA-2013-1850,14-10-2013,15-10-2013,DH-3675,LOC-344C1925C0,First Class,Critical
RS-2011-3350,14-02-2011,16-02-2011,MM-8280,LOC-893F89D0EC,Second Class,Critical
IR-2011-7220,11-03-2011,13-03-2011,PM-9135,LOC-945126BA9B,Second Class,Critical
IN-2012-50207,03-08-2012,08-08-2012,GH-14425,LOC-14F47D9823,Standard Class,High
ID-2012-17601,20-12-2012,23-12-2012,JM-15865,LOC-0F5E6A8274,First Class,Critical
ES-2012-2224678,03-08-2012,07-08-2012,CM-12115,LOC-027FB47966,Standard Class,High
IN-2012-50788,20-06-2012,22-06-2012,SC-20845,LOC-48337AED9E,First Class,High
MO-2013-60,08-02-2013,09-02-2013,GP-4740,LOC-C1A4B929DF,First Class,Critical
ES-2011-5752766,28-09-2011,03-10-2011,AF-10870,LOC-54EDE509B9,Standard Class,Medium
IT-2012-5541212,23-06-2012,26-06-2012,TS-21505,LOC-7660DB31D1,Second Class,High
MX-2013-148453,20-12-2013,22-12-2013,CR-12730,LOC-CC2AFB2AE4,First Class,Medium
ID-2011-66475,29-08-2011,05-09-2011,BM-11575,LOC-BF749D2307,Standard Class,Low
ES-2014-5295631,18-07-2014,18-07-2014,AH-10030,LOC-4CB920B769,Same Day,Critical
IN-2011-76758,06-12-2011,13-12-2011,AG-10495,LOC-0A15D8E8DA,Standard Class,Medium
ES-2014-1015287,16-04-2014,16-04-2014,BN-11470,LOC-5CE5B03DCE,Same Day,Critical
CA-2014-136308,17-11-2014,17-11-2014,MW-18235,LOC-E18DB06109,Same Day,High
AU-2011-0,02-09-2011,02-09-2011,AG-675,LOC-572E7CD1FA,Same Day,Critical
ES-2013-2003988,01-08-2013,02-08-2013,SW-20755,LOC-D5EAA48C33,First Class,High
ES-2014-1356130,06-08-2014,07-08-2014,SK-19990,LOC-E6D7F417E4,First Class,Critical
IN-2014-34632,20-11-2014,23-11-2014,MP-18175,LOC-61342CA94B,First Class,Medium
MX-2012-111178,04-05-2012,09-05-2012,AG-10900,LOC-D067A2A85E,Standard Class,Medium
MO-2012-100,27-08-2012,31-08-2012,AJ-960,LOC-C1A4B929DF,Standard Class,High
UP-2013-910,24-12-2013,29-12-2013,MC-7275,LOC-03EFFABF63,Second Class,Medium
IT-2013-2494403,29-01-2013,31-01-2013,JF-15295,LOC-C1A088285C,Second Class,High
CA-2013-162236,05-11-2013,07-11-2013,ER-13855,LOC-F561022A50,Second Class,Critical
IN-2012-44068,30-11-2012,04-12-2012,EJ-13720,LOC-F69516B3A5,Second Class,High
MX-2013-137330,21-05-2013,23-05-2013,MS-17365,LOC-D313F1FE57,Second Class,High
CA-2011-108609,31-10-2011,02-11-2011,AJ-10780,LOC-217A11462E,Second Class,Critical
ES-2014-1393638,27-06-2014,28-06-2014,DH-13675,LOC-FD5E0C1CA8,First Class,Medium
CA-2011-164973,04-11-2011,09-11-2011,NM-18445,LOC-309C6B70D3,Standard Class,High
MX-2013-105585,25-07-2013,28-07-2013,HE-14800,LOC-3ADF16C741,First Class,Medium
CA-2011-116666,08-05-2011,10-05-2011,KT-16480,LOC-68E0BA3E08,First Class,Medium
IN-2011-33183,27-10-2011,29-10-2011,SB-20170,LOC-A7A2E564B1,Second Class,Medium
CA-2013-139997,02-07-2013,04-07-2013,EM-14140,LOC-FE957025EC,First Class,Medium
IN-2012-83471,26-12-2012,27-12-2012,VT-21700,LOC-C7564706CA,First Class,Critical
US-2012-126214,21-12-2012,24-12-2012,JS-15880,LOC-914B52C30A,Second Class,High
IN-2012-80391,07-05-2012,10-05-2012,BC-11125,LOC-FA32FAA199,First Class,Medium
IN-2011-19330,08-01-2011,12-01-2011,NF-18595,LOC-407BC4585D,Second Class,Medium
CA-2013-147256,18-10-2013,22-10-2013,FC-14245,LOC-2E7C2FAF17,Second Class,High
CA-2012-8790,07-07-2012,09-07-2012,RH-9600,LOC-6CFAA44B2D,First Class,High
IT-2011-4752666,18-06-2011,20-06-2011,RB-19330,LOC-57080B4D1C,Second Class,High
ES-2012-2287053,10-01-2012,11-01-2012,CS-11950,LOC-DABED5D1EE,First Class,Critical
ES-2014-4472745,11-02-2014,15-02-2014,BW-11110,LOC-BAB3F0F893,Standard Class,High
CA-2013-155845,13-08-2013,16-08-2013,CM-12235,LOC-FCF91B9F73,Second Class,High
IN-2012-53420,12-04-2012,14-04-2012,LW-16825,LOC-01096C1D31,Second Class,Critical
ES-2014-5474746,03-01-2014,04-01-2014,RD-19585,LOC-D3C67E93DA,Same Day,High
CA-2013-110492,12-02-2013,14-02-2013,JS-15880,LOC-1D9065DC34,First Class,Critical
IN-2014-58460,13-12-2014,19-12-2014,BT-11680,LOC-931A5BB4FD,Standard Class,Medium
US-2014-102890,01-07-2014,01-07-2014,SG-20470,LOC-4B42472FBE,Same Day,High
CA-2014-141789,04-10-2014,07-10-2014,AC-10450,LOC-D4A79143C2,First Class,Medium
IT-2014-2185471,07-10-2014,08-10-2014,TB-21175,LOC-A68030AA4D,First Class,Critical
UP-2013-1070,20-06-2013,24-06-2013,MD-7860,LOC-738FFCE535,Standard Class,High
IN-2014-79544,11-07-2014,14-07-2014,JH-16180,LOC-9DF0251B95,First Class,High
ES-2014-3535439,24-04-2014,27-04-2014,CC-12145,LOC-01AA7C8A2F,Second Class,Medium
MX-2011-134705,04-05-2011,08-05-2011,XP-21865,LOC-C18DF88003,Standard Class,High
IN-2011-10055,06-10-2011,10-10-2011,TS-21370,LOC-1CE17107FB,Standard Class,Medium
MX-2014-157077,12-11-2014,16-11-2014,ML-17410,LOC-CC7B7F36E6,Standard Class,High
